Andorra la Vella	_	Andorra	_	Andorra la Vella	_	3041563
Oliver Valdefierro	_	Spain	_	Aragon	_	6615444
Santutxu	_	Spain	_	Basque Country	_	6618856
Los Realejos	_	Spain	_	Canary islands	_	6692471
Pasaia	_	Spain	_	Basque Country	_	6693088
Basauri	_	Spain	_	Basque Country	_	6697039
LlefiA	_	Spain	_	Catalonia	_	6943537
Corvera de Asturias	_	Spain	_	Asturias	_	7115111
Tres Cantos	_	Spain	_	Madrid	_	7577022
iturrama	_	Spain	_	Navarre	_	8050879
Ermitagana	_	Spain	_	Navarre	_	8050880
Primer Ensanche	_	Spain	_	Navarre	_	8050888
Segundo Ensanche	_	Spain	_	Navarre	_	8050889
Fuencarral El Pardo	_	Spain	_	Madrid	_	8285534
Villa de Vallecas	_	Spain	_	Madrid	_	8285535
Natahoyo	_	Spain	_	Asturias	_	8629192
Ziway	_	Ethiopia	_	Oromiya	_	325579
Yirga ‘Alem	_	Ethiopia	_	"Southern Nations Nationalities and Peoples Region"	_	325780
Yabelo	_	Ethiopia	_	Oromiya	_	326036
Werota	_	Ethiopia	_	Amhara	_	326206
Wenji	_	Ethiopia	_	Oromiya	_	326308
Tippi	_	Ethiopia	_	"Southern Nations Nationalities and Peoples Region"	_	327694
Shashemene	_	Ethiopia	_	Oromiya	_	328689
Shambu	_	Ethiopia	_	Oromiya	_	328709
Shakiso	_	Ethiopia	_	Oromiya	_	328716
Sebeta	_	Ethiopia	_	Oromiya	_	329114
Robit	_	Ethiopia	_	Amhara	_	329586
Nejo	_	Ethiopia	_	Oromiya	_	330120
Nazret	_	Ethiopia	_	Oromiya	_	330186
Mojo	_	Ethiopia	_	Oromiya	_	330491
Metu	_	Ethiopia	_	Oromiya	_	330764
Metahara	_	Ethiopia	_	Oromiya	_	330811
Mendi	_	Ethiopia	_	Oromiya	_	331038
Mekele	_	Ethiopia	_	Tigray	_	331180
Maychew	_	Ethiopia	_	Tigray	_	331416
Korem	_	Ethiopia	_	Tigray	_	332746
Kolito	_	Ethiopia	_	"Southern Nations Nationalities and Peoples Region"	_	332880
Kibre Mengist	_	Ethiopia	_	Oromiya	_	333103
Kemise	_	Ethiopia	_	Amhara	_	333356
Kombolcha	_	Ethiopia	_	Amhara	_	333373
Jinka	_	Ethiopia	_	"Southern Nations Nationalities and Peoples Region"	_	333750
Jima	_	Ethiopia	_	Oromiya	_	333772
Jijiga	_	Ethiopia	_	Somali	_	333795
inda Silase	_	Ethiopia	_	Tigray	_	334227
Harar	_	Ethiopia	_	Harari	_	335035
Hagere Hiywet	_	Ethiopia	_	Oromiya	_	335288
Gondar	_	Ethiopia	_	Amhara	_	336014
Goba	_	Ethiopia	_	Oromiya	_	336350
Waliso	_	Ethiopia	_	Oromiya	_	336372
Ginir	_	Ethiopia	_	Oromiya	_	336454
Gimbi	_	Ethiopia	_	Oromiya	_	336496
Genet	_	Ethiopia	_	Oromiya	_	336931
Gelemso	_	Ethiopia	_	Oromiya	_	337010
Gebre Guracha	_	Ethiopia	_	Oromiya	_	337152
Gambela	_	Ethiopia	_	Gambela	_	337405
Finote Selam	_	Ethiopia	_	Amhara	_	337712
Fiche	_	Ethiopia	_	Oromiya	_	337771
Felege Neway	_	Ethiopia	_	"Southern Nations Nationalities and Peoples Region"	_	337853
Dubti	_	Ethiopia	_	afar	_	338554
Dodola	_	Ethiopia	_	Oromiya	_	338726
Dire Dawa	_	Ethiopia	_	Dire Dawa	_	338832
Dila	_	Ethiopia	_	"Southern Nations Nationalities and Peoples Region"	_	338998
Dese	_	Ethiopia	_	Amhara	_	339219
Dembi Dolo	_	Ethiopia	_	Oromiya	_	339448
Bishoftu	_	Ethiopia	_	Oromiya	_	339666
Debre Tabor	_	Ethiopia	_	Amhara	_	339686
Debre Markos	_	Ethiopia	_	Amhara	_	339708
Debre Birhan	_	Ethiopia	_	Amhara	_	339734
Debark	_	Ethiopia	_	Amhara	_	339823
Butajira	_	Ethiopia	_	"Southern Nations Nationalities and Peoples Region"	_	341297
Bure	_	Ethiopia	_	Amhara	_	341397
Bonga	_	Ethiopia	_	"Southern Nations Nationalities and Peoples Region"	_	341742
Boditi	_	Ethiopia	_	"Southern Nations Nationalities and Peoples Region"	_	341877
Bichena	_	Ethiopia	_	Amhara	_	342190
Bedesa	_	Ethiopia	_	Oromiya	_	342559
Bedele	_	Ethiopia	_	Oromiya	_	342567
Bati	_	Ethiopia	_	Amhara	_	342641
Bako	_	Ethiopia	_	"Southern Nations Nationalities and Peoples Region"	_	342856
Bahir Dar	_	Ethiopia	_	Amhara	_	342884
Hawassa	_	Ethiopia	_	"Southern Nations Nationalities and Peoples Region"	_	343137
asosa	_	Ethiopia	_	Binshangul Gumuz	_	343292
asbe Teferi	_	Ethiopia	_	Oromiya	_	343402
Asaita	_	Ethiopia	_	afar	_	343409
asasa	_	Ethiopia	_	Oromiya	_	343413
areka	_	Ethiopia	_	"Southern Nations Nationalities and Peoples Region"	_	343593
arba Minch	_	Ethiopia	_	"Southern Nations Nationalities and Peoples Region"	_	343663
Axum	_	Ethiopia	_	Tigray	_	344420
Hagere Maryam	_	Ethiopia	_	Oromiya	_	344620
agaro	_	Ethiopia	_	Oromiya	_	344661
adis Zemen	_	Ethiopia	_	Amhara	_	344923
Addis Ababa	_	Ethiopia	_	adis abeba	_	344979
adigrat	_	Ethiopia	_	Tigray	_	345149
Addiet Canna	_	Ethiopia	_	Amhara	_	345353
Abomsa	_	Ethiopia	_	Amhara	_	345704
Ylojarvi	_	Finland	_	Pirkanmaa	_	630752
Vihti	_	Finland	_	Uusimaa	_	631707
Varkaus	_	Finland	_	Northern Savo	_	632370
Vantaa	_	Finland	_	Uusimaa	_	632453
Valkeakoski	_	Finland	_	Pirkanmaa	_	632672
Vaasa	_	Finland	_	Ostrobothnia	_	632978
Uusikaupunki	_	Finland	_	Southwest Finland	_	633221
Tuusula	_	Finland	_	Uusimaa	_	633591
Turku	_	Finland	_	Southwest Finland	_	633679
Tornio	_	Finland	_	Lapland	_	634093
Tampere	_	Finland	_	Pirkanmaa	_	634963
Siilinjarvi	_	Finland	_	Northern Savo	_	636947
Sibbo	_	Finland	_	Uusimaa	_	637067
Seinajoki	_	Finland	_	Southern Ostrobothnia	_	637219
Savonlinna	_	Finland	_	Southern Savonia	_	637292
Salo	_	Finland	_	Southwest Finland	_	637948
Rovaniemi	_	Finland	_	Lapland	_	638936
Riihimaki	_	Finland	_	Hame	_	639406
Rauma	_	Finland	_	Satakunta	_	639734
Raisio	_	Finland	_	Southwest Finland	_	640124
Raahe	_	Finland	_	Northern Ostrobothnia	_	640276
Pori	_	Finland	_	Satakunta	_	640999
Pirkkala	_	Finland	_	Pirkanmaa	_	641489
Oulu	_	Finland	_	Northern Ostrobothnia	_	643492
Nurmijarvi	_	Finland	_	Uusimaa	_	644171
Nokia	_	Finland	_	Pirkanmaa	_	644450
Mikkeli	_	Finland	_	Southern Savonia	_	646005
Mantsala	_	Finland	_	Uusimaa	_	646723
Lovisa	_	Finland	_	Uusimaa	_	647571
Lohja	_	Finland	_	Uusimaa	_	647751
Lieto	_	Finland	_	Southwest Finland	_	648056
Lempaala	_	Finland	_	Pirkanmaa	_	648366
Laukaa	_	Finland	_	Central Finland	_	648738
Lappeenranta	_	Finland	_	South Karelia	_	648900
Lahti	_	Finland	_	Paijanne Tavastia	_	649360
Kirkkonummi	_	Finland	_	Uusimaa	_	649630
Kuusamo	_	Finland	_	Northern Ostrobothnia	_	649924
Kuopio	_	Finland	_	Northern Savo	_	650224
Kouvola	_	Finland	_	Kymenlaakso	_	650859
Kotka	_	Finland	_	Kymenlaakso	_	650946
Korsholm	_	Finland	_	Ostrobothnia	_	651299
Kokkola	_	Finland	_	Central Ostrobothnia	_	651943
Kerava	_	Finland	_	Uusimaa	_	653185
Kemi	_	Finland	_	Lapland	_	653281
Karhula	_	Finland	_	Kymenlaakso	_	654137
Kangasala	_	Finland	_	Pirkanmaa	_	654440
Kajaani	_	Finland	_	Kainuu	_	654899
Kaarina	_	Finland	_	Southwest Finland	_	655130
Jyvaskyla	_	Finland	_	Central Finland	_	655194
Joensuu	_	Finland	_	North Karelia	_	655808
Jarvenpaa	_	Finland	_	Uusimaa	_	655958
Janakkala	_	Finland	_	Hame	_	656073
Jamsa	_	Finland	_	Central Finland	_	656083
Jakobstad	_	Finland	_	Ostrobothnia	_	656130
imatra	_	Finland	_	South Karelia	_	656688
iisalmi	_	Finland	_	Northern Savo	_	656820
Hyvinge	_	Finland	_	Uusimaa	_	656913
Hollola	_	Finland	_	Paijanne Tavastia	_	657530
Helsinki	_	Finland	_	Uusimaa	_	658225
Heinola	_	Finland	_	Paijanne Tavastia	_	658288
Haukipudas	_	Finland	_	Northern Ostrobothnia	_	658629
Hamina	_	Finland	_	Kymenlaakso	_	659169
Hameenlinna	_	Finland	_	Hame	_	659180
Forssa	_	Finland	_	Hame	_	659935
Espoo	_	Finland	_	Uusimaa	_	660158
Porvoo	_	Finland	_	Uusimaa	_	660561
Anjala	_	Finland	_	Kymenlaakso	_	661164
Lansi Turunmaa	_	Finland	_	Southwest Finland	_	7911309
Suva	_	Fiji	_	Central	_	2198148
Nadi	_	Fiji	_	Western	_	2202064
Lautoka	_	Fiji	_	Western	_	2204506
Labasa	_	Fiji	_	Northern	_	2204582
Stanley	_	Falkland islands	_	N/A	_	3426691
Palikir   National Government Center	_	Micronesia	_	Pohnpei	_	2081986
Torshavn	_	Faroe islands	_	Streymoy	_	2611396
Yerres	_	France	_	ile de France	_	2967245
Wittenheim	_	France	_	Alsace Champagne Ardenne Lorraine	_	2967318
Wattrelos	_	France	_	Nord Pas de Calais Picardie	_	2967421
Wasquehal	_	France	_	Nord Pas de Calais Picardie	_	2967438
Voiron	_	France	_	Auvergne Rhone Alpes	_	2967758
Vitry sur Seine	_	France	_	ile de France	_	2967849
Vitry le Francois	_	France	_	Alsace Champagne Ardenne Lorraine	_	2967856
Vitrolles	_	France	_	Provence Alpes Cote dAzur	_	2967870
Vitre	_	France	_	Brittany	_	2967879
Viry Chatillon	_	France	_	ile de France	_	2967917
Viroflay	_	France	_	ile de France	_	2967934
Vincennes	_	France	_	ile de France	_	2968054
Villiers sur Marne	_	France	_	ile de France	_	2968142
Villiers le Bel	_	France	_	ile de France	_	2968176
Villeurbanne	_	France	_	Auvergne Rhone Alpes	_	2968254
Villers les Nancy	_	France	_	Alsace Champagne Ardenne Lorraine	_	2968368
Villepinte	_	France	_	ile de France	_	2968482
Villeparisis	_	France	_	ile de France	_	2968496
Villeneuve sur Lot	_	France	_	Aquitaine Limousin Poitou Charentes	_	2968515
Villeneuve Saint Georges	_	France	_	ile de France	_	2968529
Villeneuve le Roi	_	France	_	ile de France	_	2968546
Villeneuve la Garenne	_	France	_	ile de France	_	2968555
Villenave dOrnon	_	France	_	Aquitaine Limousin Poitou Charentes	_	2968620
Villemomble	_	France	_	ile de France	_	2968653
Villejuif	_	France	_	ile de France	_	2968705
Villefranche sur Saone	_	France	_	Auvergne Rhone Alpes	_	2968748
Villefontaine	_	France	_	Auvergne Rhone Alpes	_	2968771
Vigneux sur Seine	_	France	_	ile de France	_	2969109
Vierzon	_	France	_	Centre	_	2969257
Vienne	_	France	_	Auvergne Rhone Alpes	_	2969284
Vichy	_	France	_	Auvergne Rhone Alpes	_	2969392
Vesoul	_	France	_	Bourgogne Franche Comte	_	2969562
Vertou	_	France	_	Pays de la Loire	_	2969612
Versailles	_	France	_	ile de France	_	2969679
Verrieres le Buisson	_	France	_	ile de France	_	2969692
Vernon	_	France	_	Normandy	_	2969766
Verneuil sur Seine	_	France	_	ile de France	_	2969796
Verdun	_	France	_	Alsace Champagne Ardenne Lorraine	_	2969958
Venissieux	_	France	_	Auvergne Rhone Alpes	_	2970072
Vendome	_	France	_	Centre	_	2970110
Vence	_	France	_	Provence Alpes Cote dAzur	_	2970148
Velizy Villacoublay	_	France	_	ile de France	_	2970203
Vaureal	_	France	_	ile de France	_	2970432
Vaulx en Velin	_	France	_	Auvergne Rhone Alpes	_	2970456
Vanves	_	France	_	ile de France	_	2970761
Vannes	_	France	_	Brittany	_	2970777
Vandoeuvre les Nancy	_	France	_	Alsace Champagne Ardenne Lorraine	_	2970797
Vallauris	_	France	_	Provence Alpes Cote dAzur	_	2970962
Valenciennes	_	France	_	Nord Pas de Calais Picardie	_	2971041
Valence	_	France	_	Auvergne Rhone Alpes	_	2971053
Tulle	_	France	_	Aquitaine Limousin Poitou Charentes	_	2971482
Troyes	_	France	_	Alsace Champagne Ardenne Lorraine	_	2971549
Tremblay en France	_	France	_	ile de France	_	2971874
Trappes	_	France	_	ile de France	_	2972049
Tours	_	France	_	Centre	_	2972191
Tournefeuille	_	France	_	Languedoc Roussillon Midi Pyrenees	_	2972237
Tourlaville	_	France	_	Normandy	_	2972270
Tourcoing	_	France	_	Nord Pas de Calais Picardie	_	2972284
Toulouse	_	France	_	Languedoc Roussillon Midi Pyrenees	_	2972315
Toulon	_	France	_	Provence Alpes Cote dAzur	_	2972328
Toul	_	France	_	Alsace Champagne Ardenne Lorraine	_	2972350
Torcy	_	France	_	ile de France	_	2972444
Thonon les Bains	_	France	_	Auvergne Rhone Alpes	_	2972742
Thionville	_	France	_	Alsace Champagne Ardenne Lorraine	_	2972811
Thiais	_	France	_	ile de France	_	2972893
Tergnier	_	France	_	Nord Pas de Calais Picardie	_	2973146
Taverny	_	France	_	ile de France	_	2973258
Tassin la Demi Lune	_	France	_	Auvergne Rhone Alpes	_	2973317
Tarbes	_	France	_	Languedoc Roussillon Midi Pyrenees	_	2973385
Talence	_	France	_	Aquitaine Limousin Poitou Charentes	_	2973495
Suresnes	_	France	_	ile de France	_	2973675
Sucy en Brie	_	France	_	ile de France	_	2973745
Strasbourg	_	France	_	Alsace Champagne Ardenne Lorraine	_	2973783
Stains	_	France	_	ile de France	_	2973841
Sotteville les Rouen	_	France	_	Normandy	_	2974153
Sorgues	_	France	_	Provence Alpes Cote dAzur	_	2974188
Soisy sous Montmorency	_	France	_	ile de France	_	2974385
Soissons	_	France	_	Nord Pas de Calais Picardie	_	2974389
Six Fours les Plages	_	France	_	Provence Alpes Cote dAzur	_	2974427
Sin le Noble	_	France	_	Nord Pas de Calais Picardie	_	2974494
Seynod	_	France	_	Auvergne Rhone Alpes	_	2974655
Sevres	_	France	_	ile de France	_	2974678
Sevran	_	France	_	ile de France	_	2974681
Sete	_	France	_	Languedoc Roussillon Midi Pyrenees	_	2974733
Sens	_	France	_	Bourgogne Franche Comte	_	2975050
Senlis	_	France	_	Nord Pas de Calais Picardie	_	2975088
Selestat	_	France	_	Alsace Champagne Ardenne Lorraine	_	2975233
Sedan	_	France	_	Alsace Champagne Ardenne Lorraine	_	2975349
Schiltigheim	_	France	_	Alsace Champagne Ardenne Lorraine	_	2975446
Sceaux	_	France	_	ile de France	_	2975469
Savigny sur Orge	_	France	_	ile de France	_	2975525
Savigny le Temple	_	France	_	ile de France	_	2975536
Saumur	_	France	_	Pays de la Loire	_	2975758
Sartrouville	_	France	_	ile de France	_	2975921
Sarreguemines	_	France	_	Alsace Champagne Ardenne Lorraine	_	2975964
Sarcelles	_	France	_	ile de France	_	2976043
Saran	_	France	_	Centre	_	2976050
Sannois	_	France	_	ile de France	_	2976179
Sanary sur Mer	_	France	_	Provence Alpes Cote dAzur	_	2976258
Salon de Provence	_	France	_	Provence Alpes Cote dAzur	_	2976341
Sallanches	_	France	_	Auvergne Rhone Alpes	_	2976406
Saint Sebastien sur Loire	_	France	_	Pays de la Loire	_	2976984
Saint Raphael	_	France	_	Provence Alpes Cote dAzur	_	2977246
Saint Quentin	_	France	_	Nord Pas de Calais Picardie	_	2977295
Saint Priest	_	France	_	Auvergne Rhone Alpes	_	2977356
Saint Pol sur Mer	_	France	_	Nord Pas de Calais Picardie	_	2977388
Saint Pierre des Corps	_	France	_	Centre	_	2977491
Saint Ouen lAumone	_	France	_	ile de France	_	2977800
Saint Ouen	_	France	_	ile de France	_	2977824
Saint Omer	_	France	_	Nord Pas de Calais Picardie	_	2977845
Saint Nazaire	_	France	_	Pays de la Loire	_	2977921
Saint Michel sur Orge	_	France	_	ile de France	_	2977952
Saint Medard en Jalles	_	France	_	Aquitaine Limousin Poitou Charentes	_	2978072
Saint Maximin la Sainte Baume	_	France	_	Provence Alpes Cote dAzur	_	2978100
Saint Maur des Fosses	_	France	_	ile de France	_	2978179
Saint Martin dHeres	_	France	_	Auvergne Rhone Alpes	_	2978317
Saint Mande	_	France	_	ile de France	_	2978621
Saint Malo	_	France	_	Brittany	_	2978640
Saint Louis	_	France	_	Alsace Champagne Ardenne Lorraine	_	2978742
Saint Lo	_	France	_	Normandy	_	2978758
Saint Leu la Foret	_	France	_	ile de France	_	2978768
Saint Leu	_	France	_	Bourgogne Franche Comte	_	2978771
Saint Laurent du Var	_	France	_	Provence Alpes Cote dAzur	_	2978891
Saint Jean de la Ruelle	_	France	_	Centre	_	2979316
Saint Jean de Braye	_	France	_	Centre	_	2979341
Saint Herblain	_	France	_	Pays de la Loire	_	2979590
Saint Gratien	_	France	_	ile de France	_	2979627
Saint Germain en Laye	_	France	_	ile de France	_	2979783
Saint Genis Laval	_	France	_	Auvergne Rhone Alpes	_	2979985
Saint Fons	_	France	_	Auvergne Rhone Alpes	_	2980097
Saint etienne du Rouvray	_	France	_	Normandy	_	2980236
Saint etienne	_	France	_	Auvergne Rhone Alpes	_	2980291
Saintes	_	France	_	Aquitaine Limousin Poitou Charentes	_	2980340
Sainte Genevieve des Bois	_	France	_	ile de France	_	2980558
Sainte Foy les Lyon	_	France	_	Auvergne Rhone Alpes	_	2980586
Saint egreve	_	France	_	Auvergne Rhone Alpes	_	2980636
Saint Dizier	_	France	_	Alsace Champagne Ardenne Lorraine	_	2980816
Saint Die des Vosges	_	France	_	Alsace Champagne Ardenne Lorraine	_	2980827
Saint Denis	_	France	_	ile de France	_	2980916
Saint Cyr sur Loire	_	France	_	Centre	_	2980935
Saint Cyr lecole	_	France	_	ile de France	_	2980942
Saint Cloud	_	France	_	ile de France	_	2981041
Saint Chamond	_	France	_	Auvergne Rhone Alpes	_	2981206
Saint Brieuc	_	France	_	Brittany	_	2981280
Saint Avold	_	France	_	Alsace Champagne Ardenne Lorraine	_	2981492
Saint Avertin	_	France	_	Centre	_	2981512
Saint Amand les Eaux	_	France	_	Nord Pas de Calais Picardie	_	2981839
Rueil Malmaison	_	France	_	ile de France	_	2982235
Royan	_	France	_	Aquitaine Limousin Poitou Charentes	_	2982343
Rouen	_	France	_	Normandy	_	2982652
Roubaix	_	France	_	Nord Pas de Calais Picardie	_	2982681
Rosny sous Bois	_	France	_	ile de France	_	2982757
Ronchin	_	France	_	Nord Pas de Calais Picardie	_	2982944
Romorantin Lanthenay	_	France	_	Centre	_	2982967
Romans sur isere	_	France	_	Auvergne Rhone Alpes	_	2983011
Romainville	_	France	_	ile de France	_	2983026
Roissy en Brie	_	France	_	ile de France	_	2983074
Rodez	_	France	_	Languedoc Roussillon Midi Pyrenees	_	2983154
Rochefort	_	France	_	Aquitaine Limousin Poitou Charentes	_	2983276
Roanne	_	France	_	Auvergne Rhone Alpes	_	2983362
Ris Orangis	_	France	_	ile de France	_	2983440
Riom	_	France	_	Auvergne Rhone Alpes	_	2983489
Rillieux la Pape	_	France	_	Auvergne Rhone Alpes	_	2983536
Reze	_	France	_	Pays de la Loire	_	2983770
Rennes	_	France	_	Brittany	_	2983990
Reims	_	France	_	Alsace Champagne Ardenne Lorraine	_	2984114
Rambouillet	_	France	_	ile de France	_	2984513
Quimper	_	France	_	Brittany	_	2984701
Puteaux	_	France	_	ile de France	_	2985034
Port de Bouc	_	France	_	Provence Alpes Cote dAzur	_	2986025
Pontoise	_	France	_	ile de France	_	2986140
Pontivy	_	France	_	Brittany	_	2986160
Pontarlier	_	France	_	Bourgogne Franche Comte	_	2986302
Pont A Mousson	_	France	_	Alsace Champagne Ardenne Lorraine	_	2986306
Poitiers	_	France	_	Aquitaine Limousin Poitou Charentes	_	2986495
Poissy	_	France	_	ile de France	_	2986501
Ploemeur	_	France	_	Brittany	_	2986732
Plaisir	_	France	_	ile de France	_	2986930
Plaisance du Touch	_	France	_	Languedoc Roussillon Midi Pyrenees	_	2986933
Pierrefitte sur Seine	_	France	_	ile de France	_	2987271
Pessac	_	France	_	Aquitaine Limousin Poitou Charentes	_	2987805
Pertuis	_	France	_	Provence Alpes Cote dAzur	_	2987825
Perpignan	_	France	_	Languedoc Roussillon Midi Pyrenees	_	2987914
Perigueux	_	France	_	Aquitaine Limousin Poitou Charentes	_	2987967
Pau	_	France	_	Aquitaine Limousin Poitou Charentes	_	2988358
Paris	_	France	_	ile de France	_	2988507
Pantin	_	France	_	ile de France	_	2988621
Pamiers	_	France	_	Languedoc Roussillon Midi Pyrenees	_	2988670
Palaiseau	_	France	_	ile de France	_	2988758
Ozoir la Ferriere	_	France	_	ile de France	_	2988867
Oyonnax	_	France	_	Auvergne Rhone Alpes	_	2988888
Outreau	_	France	_	Nord Pas de Calais Picardie	_	2988936
Oullins	_	France	_	Auvergne Rhone Alpes	_	2988998
Osny	_	France	_	ile de France	_	2989130
Orvault	_	France	_	Pays de la Loire	_	2989170
Orsay	_	France	_	ile de France	_	2989204
Orly	_	France	_	ile de France	_	2989297
Orleans	_	France	_	Centre	_	2989317
Orange	_	France	_	Provence Alpes Cote dAzur	_	2989460
Olivet	_	France	_	Centre	_	2989611
Octeville	_	France	_	Normandy	_	2989755
Noyon	_	France	_	Nord Pas de Calais Picardie	_	2989877
Noisy le Sec	_	France	_	ile de France	_	2990187
Noisy le Grand	_	France	_	ile de France	_	2990189
Noisiel	_	France	_	ile de France	_	2990192
Nogent sur Oise	_	France	_	Nord Pas de Calais Picardie	_	2990264
Nogent sur Marne	_	France	_	ile de France	_	2990265
Niort	_	France	_	Aquitaine Limousin Poitou Charentes	_	2990355
Nimes	_	France	_	Languedoc Roussillon Midi Pyrenees	_	2990363
Nice	_	France	_	Provence Alpes Cote dAzur	_	2990440
Nevers	_	France	_	Bourgogne Franche Comte	_	2990474
Neuilly sur Seine	_	France	_	ile de France	_	2990611
Neuilly sur Marne	_	France	_	ile de France	_	2990612
Neuilly Plaisance	_	France	_	ile de France	_	2990616
Narbonne	_	France	_	Languedoc Roussillon Midi Pyrenees	_	2990919
Nantes	_	France	_	Pays de la Loire	_	2990969
Nanterre	_	France	_	ile de France	_	2990970
Nancy	_	France	_	Alsace Champagne Ardenne Lorraine	_	2990999
Muret	_	France	_	Languedoc Roussillon Midi Pyrenees	_	2991153
Mulhouse	_	France	_	Alsace Champagne Ardenne Lorraine	_	2991214
Moulins	_	France	_	Auvergne Rhone Alpes	_	2991481
Mougins	_	France	_	Provence Alpes Cote dAzur	_	2991551
Morsang sur Orge	_	France	_	ile de France	_	2991719
Morlaix	_	France	_	Brittany	_	2991772
Mont Saint Aignan	_	France	_	Normandy	_	2992003
Montrouge	_	France	_	ile de France	_	2992017
Montreuil	_	France	_	ile de France	_	2992090
Montpellier	_	France	_	Languedoc Roussillon Midi Pyrenees	_	2992166
Montmorency	_	France	_	ile de France	_	2992229
Montlucon	_	France	_	Auvergne Rhone Alpes	_	2992292
Montivilliers	_	France	_	Normandy	_	2992367
Montigny les Metz	_	France	_	Alsace Champagne Ardenne Lorraine	_	2992402
Montigny les Cormeilles	_	France	_	ile de France	_	2992404
Montigny le Bretonneux	_	France	_	ile de France	_	2992415
Montgeron	_	France	_	ile de France	_	2992536
Montfermeil	_	France	_	ile de France	_	2992616
Montesson	_	France	_	ile de France	_	2992650
Montereau Fault Yonne	_	France	_	ile de France	_	2992671
Montelimar	_	France	_	Auvergne Rhone Alpes	_	2992703
Mont de Marsan	_	France	_	Aquitaine Limousin Poitou Charentes	_	2992771
Montceau les Mines	_	France	_	Bourgogne Franche Comte	_	2992863
Montbrison	_	France	_	Auvergne Rhone Alpes	_	2992890
Montbeliard	_	France	_	Bourgogne Franche Comte	_	2992938
Montauban	_	France	_	Languedoc Roussillon Midi Pyrenees	_	2993002
Montargis	_	France	_	Centre	_	2993024
Mons en Baroeul	_	France	_	Nord Pas de Calais Picardie	_	2993207
Moissy Cramayel	_	France	_	ile de France	_	2993572
Mitry Mory	_	France	_	ile de France	_	2993679
Miramas	_	France	_	Provence Alpes Cote dAzur	_	2993760
Millau	_	France	_	Languedoc Roussillon Midi Pyrenees	_	2993875
Meyzieu	_	France	_	Auvergne Rhone Alpes	_	2994048
Meylan	_	France	_	Auvergne Rhone Alpes	_	2994087
Meudon	_	France	_	ile de France	_	2994144
Metz	_	France	_	Alsace Champagne Ardenne Lorraine	_	2994160
Merignac	_	France	_	Aquitaine Limousin Poitou Charentes	_	2994393
Menton	_	France	_	Provence Alpes Cote dAzur	_	2994497
Melun	_	France	_	ile de France	_	2994651
Meaux	_	France	_	ile de France	_	2994798
Mayenne	_	France	_	Pays de la Loire	_	2994935
Maurepas	_	France	_	ile de France	_	2995041
Mauguio	_	France	_	Languedoc Roussillon Midi Pyrenees	_	2995121
Maubeuge	_	France	_	Nord Pas de Calais Picardie	_	2995150
Massy	_	France	_	ile de France	_	2995206
Martigues	_	France	_	Provence Alpes Cote dAzur	_	2995387
Marseille	_	France	_	Provence Alpes Cote dAzur	_	2995469
Marmande	_	France	_	Aquitaine Limousin Poitou Charentes	_	2995642
Marly le Roi	_	France	_	ile de France	_	2995652
Marignane	_	France	_	Provence Alpes Cote dAzur	_	2995750
Marcq en Baroeul	_	France	_	Nord Pas de Calais Picardie	_	2995908
Mantes la Ville	_	France	_	ile de France	_	2996146
Mantes la Jolie	_	France	_	ile de France	_	2996148
Manosque	_	France	_	Provence Alpes Cote dAzur	_	2996180
Mandelieu la Napoule	_	France	_	Provence Alpes Cote dAzur	_	2996255
Malakoff	_	France	_	ile de France	_	2996514
Maisons Laffitte	_	France	_	ile de France	_	2996564
Maisons Alfort	_	France	_	ile de France	_	2996568
Macon	_	France	_	Bourgogne Franche Comte	_	2996882
Lyon	_	France	_	Auvergne Rhone Alpes	_	2996944
Luneville	_	France	_	Alsace Champagne Ardenne Lorraine	_	2997110
Lunel	_	France	_	Languedoc Roussillon Midi Pyrenees	_	2997116
Luce	_	France	_	Centre	_	2997246
Louviers	_	France	_	Normandy	_	2997336
Lourdes	_	France	_	Languedoc Roussillon Midi Pyrenees	_	2997395
Lormont	_	France	_	Aquitaine Limousin Poitou Charentes	_	2997556
Lorient	_	France	_	Brittany	_	2997577
Loos	_	France	_	Nord Pas de Calais Picardie	_	2997620
Lons le Saunier	_	France	_	Bourgogne Franche Comte	_	2997626
Longjumeau	_	France	_	ile de France	_	2997712
Lomme	_	France	_	Nord Pas de Calais Picardie	_	2997803
Lognes	_	France	_	ile de France	_	2997904
Livry Gargan	_	France	_	ile de France	_	2998056
Lisle sur la Sorgue	_	France	_	Provence Alpes Cote dAzur	_	2998127
Lisieux	_	France	_	Normandy	_	2998150
Lingolsheim	_	France	_	Alsace Champagne Ardenne Lorraine	_	2998224
Limoges	_	France	_	Aquitaine Limousin Poitou Charentes	_	2998286
Limeil Brevannes	_	France	_	ile de France	_	2998305
Limay	_	France	_	ile de France	_	2998311
Lille	_	France	_	Nord Pas de Calais Picardie	_	2998324
Lievin	_	France	_	Nord Pas de Calais Picardie	_	2998431
Libourne	_	France	_	Aquitaine Limousin Poitou Charentes	_	2998517
LHaÿ les Roses	_	France	_	ile de France	_	2998632
Le Vesinet	_	France	_	ile de France	_	2998854
Levallois Perret	_	France	_	ile de France	_	2998975
Les Sables dOlonne	_	France	_	Pays de la Loire	_	2999683
Les Pennes Mirabeau	_	France	_	Provence Alpes Cote dAzur	_	3000047
Les Pavillons sous Bois	_	France	_	ile de France	_	3000060
